ER0BEY1SHAH0S	HERBACEOUS
TSAY1	TSAI
KAH1PLIH0NG	COUPLING
SHUW1BIH0N	SHUBIN
RIH0VOW1KT	REVOKED
TIH1NIH0N	TINNIN
AE1MAH0DAO2R	AMADOR
AH2NBAY1AH0ST	UNBIASED
KAH0LIH1ZHAH0N	COLLISION
TRIY1TAH0BAH0L	TREATABLE
AO1NSLAO2T	ONSLAUGHT
SWER1V	SWERVE
KAH0SIY1ZIY0Z	CASEZE'S
EH1JHYUW0KEY2TS	EDUCATES(3)
FAA1RGOW2	FARGO
TAE1KSPEY2ER0	TAXPAYER
MER1JHER0Z	MERGERS
PRAY0MEH1RAH0LIY0	PRIMARILY
AY1D	EID
OW1SER0	OSER
JHOW0VAA0NIY1NIY0	GIOVANNINI
DEH0LAA1RAH0	DELARA
MIH1SIH0BAH0L	MISCIBLE(1)
BREY1	BRAE
KRAE1TKIY0	KRATKY
SIY1ZER0	CESAR
IH2MPAW1NDZ	IMPOUNDS
HHAA1GAH0T	HOGGATT
KAH1TREY2L	CUTRALE
YUW1LIH0K	EULICH
ZAE1RAH0	ZARAH
FAE2LKAH0NEH1TS	FALCONETS
IH2NKAE1NTAH0TAO2RIY0	INCANTATORY
RIY0PLIY1T	REPLETE
PER0SIH1STIH0NG	PERSISTING
GAA0MEH1Z	GAMEZ
VAE1LIH0S	VALLIS
DRIH1LER0	DRILLER
MAA1TAA2N	MAHTAN
HHOW1LWIH0GER0	HOLWEGER
KER1N	KIRN
PAH0MAA1CHOW0	PAMACHO
LEY1BAH0WIH0TS	LAIBOWITZ
KLIY1K	CLIQUE
BAA1RGMAH0N	BARGMANN
TEH2MPER0MEH1NAH0LIY0	TEMPERAMENTALLY(3)
MAY1K	MIKE
PLAW1RAY2T	PLOWRIGHT
MIH1DSHIH1PMEH0N	MIDSHIPMEN
PER1CHAH0K	PERTSCHUK
LAA1SKAH0	LASCA
FAE1NAH0SIY0LAE2ND	FANTASYLAND(1)
SIH1NAH0BAO2N	CINNABON
RAH1SER0T	RUSSERT
KWAY1AH0TAH0D	QUIETED
FIH2LAH0PIY1NOW0	PHILIPPINO
GAH1LAH0	GULLAH
BEH1RAH0L	BARREL(1)
GEH1DIY0AH0N	GEDEON
SPEH1ROW0	SPERO
EH1NPIY1AA1RDAA1TAO1RG	NPR.ORG
MIY1TS	MEETS
IH1NSAH0DAH0NS	INCIDENCE
HHAA1NAH0KAH0	HANUKKAH
IH2LEH2KTROW0MAE1GNAH0T	ELECTROMAGNET
DEH2ZMOW0PLAE1STIH0K	DESMOPLASTIC
HHYUW0MIH1LIY0EY2TIH0NG	HUMILIATING
EH0NRIY1LEY2	ENRILE(1)
STEY1BAH0LAY2Z	STABILIZE
DAA1RKNAH0S	DARKNESS
BEY1LIH0WIH2K	BAILIWICK
KREH1DAH0BAH0L	CREDIBLE
MAA1LEH0K	MALEK
RAW1TIH0NG	ROUTING
RAH1BIY0AH0	RUBBIA
WAY1NER0T	WEINERT
GEH1RIH0K	GERICH
IH0KSTER1MAH0NEY2TS	EXTERMINATES
FRIY1DAH0NBER0G	FRIEDENBERG
DIH0JHEH1NER0AH0TS	DEGENERATES
NAA1K	NOCK
DIH0SHER0UW1N	DISHAROON
BREY1ZD	BRAISED
SEH1DBEH2RIY0	SEDBERRY
MAO1LRAE0T	MALLRAT
GWEH1NIY0	GWENNIE
WUH2LVER0IY1N	WOLVERINE
MUW1SHHEH2D	MOOSEHEAD
AH0NIY1IH0D	AENEID
DAO1LER0	DOLLAR(1)
JHIH1NSEH2NG	GINSENG
PAH0CHEH1NIY2	PICHENY
RIY0STAA1RTIH0D	RESTARTED
AH2NKAH0NSER1N	UNCONCERN
PIY0TSUW1TOW0	PIZZUTO
MEH2DAH0KEY1SHAH0NZ	MEDICATIONS
PRAA1FAH0SAY2D	PROPHESIED
AH0LIY1AH0	ALIYAH
RIH1PIY0AH0N	RIPPEON
SIH1STIY0	SISTI
KLEH1RMAA2NT	CLERMONT
DEH1LAH0NSIY0	DELANCY
CHEH0LOW1SIY0AH0	CELOSIA
PRIY0DIH1KTIH0NG	PREDICTING(1)
EH2NDOW0KRAH0NAA1LAH0JHAH0STS	ENDOCRINOLOGISTS
DEY1Z	DAZE
HHUW1TH	HUTH
LIH1NDAW0	LINDAU
TER1BOW0JHEH2T	TURBOJET
DIH1SKOW0	DISCO
EH2LAH0NAO1RAH0	ELEANORA
SEH1TZER0	SETZER
SPRAH1NG	SPRUNG
SWIH1LIH0NG	SWILLING
VAA0RAA1NOW0	VARANO
BIH1KLER0	BICKLER
VEH1RIY0AH0SLIY0	VARIOUSLY
PAO1RTER0	PUERTO(2)
JHOW2HHAE1NSAH0N	JOHANSEN
PER1AH0	PERA
BUW1CHEH0K	BUCEK
KAH1CHER0	CUTCHER
TWIH1N	TWIN
BIY1VER0TAH0N	BEAVERTON
NAA1RVIH0SAH0N	NARVESON
TWAY1LAH0	TWYLA
SHER1TLIH0F	SHURTLIFF
HHEH1DKAW2NTS	HEADCOUNTS
BAE1BIH0NOW2	BABINEAUX
MAE1TZ	MATT'S
KOW0AA2PER0EY1SHAH0N	COOPERATION
AA0RKOW1S	ARKOSE
REH1TIH0NGER0	RETTINGER(1)
AY2EH1LOW0	AIELLO
GAE1TIH0S	GATTIS
JHAH0LAA1PIY0	JALOPY
NEH1LIY0AH0	NELIA
FAO1RFAA2DHER0	FOREFATHER
SHWAO1N	SCHWAHN
BEH1NS	BENCE
AA1MAH0T	AAMODT
DAA1THAH0N	DOTHAN
DIH0TAH1LIY0OW2	DITULLIO
DAH0BIH1LAH0TEY2TIH0NG	DEBILITATING
SHER1	SHIRR
KAW1NER0BAE2LAH0NS	COUNTERBALANCE(1)
TIH1PTOW2D	TIPTOED
UW1	OOOH
JHAA1KIH0LAH0	JOKELA
JHAH1STAH0SAH0Z	JUSTICES
TEH1DIY0	TEDDY
MOW1LDIH0NG	MOLDING
OW1VER0HHIY1R	OVERHEAR
WAE1GER0	WAGAR
NEH1RN	NAIRNE
AE2TAH0LAE1NTAH0	ATALANTA
BAH0NAY1NLIY0	BENIGNLY
AH0KIY1TAH0	AKITA
SHOW2BAA1NAH0Z	SHOBANA'S
DIH0MAA1OW0	DEMAIO(1)
KOW1KER0	COKER
HHAH1NZAH0	HUNZA
CHIH1LIH0NG	CHILLING
PEH1R	PEAR
AY0OW1SUW0	IOSUE
NAH1N	NUHN
AH0DAE1K	ADAK
FROW1MAH0N	FROMAN
SHAH1F	SCHUFF
HHAE1NGKIH0NSAH0N	HANKINSON
LAO0RIY0AE1L	L'OREAL
FAA1RBER0WEH2R	FARBERWARE
BOW1LKER0	BOLKER
CHIH1LKAO0T	CHILCUTT
PIH1KAH0TIH0NG	PICKETING
KUH1DAH0NT	COULDN'T
HHOW1LDER0	HOLDER
LAH1MPS	LUMPS
HHIH1NDAH0LAO0NG	HINDELONG
HHAH1LD	HULLED
MAH0GAO1	MCGAW
TEH0LAE1KSHAH0N	TELACTION
LAY1MIH0NG	LIMING
DIH0POW1NTIY0	DEPONTE
KAE1DHER0	CATHER
AA1PRIY0	OPRY
AE2DVAH0KEY1SHAH0N	ADVOCATION
HHAA1KHHAW2ZER0	HOCHHAUSER
DIH0STRAE1KTIH0D	DISTRACTED(1)
IH2REH1VER0AH0NS	IRREVERENCE
SAW2THWEH1STS	SOUTHWEST'S
REH1KTAH0FAY2Z	RECTIFIES
STAO1RIH0NG	STORING
VIH1ZHWAH0LZ	VISUALS
LIH1FLAH0ND	LIFLAND
NUW1YAO1RKER0	NEW-YORKER
SHUW1MAH0N	SHUMAN
EH1KSKAH0VEY2TIH0D	EXCAVATED
MAH1GFER0D	MUGFORD
DAA1RWIH0SH	DARWISH
TRAA1CH	TRACZ
DIH0BEH1LOW0	DIBELLO
RIH1VER0BEH2ND	RIVERBEND
KAA0RBAO1NIH0K	CARBONIC
PAA0TRIY1ZIY0OW0	PATRIZIO
TIY1GAA2RDAH0N	TEEGARDEN
SKAW1ER0D	SCOURED
KAH0MPLEY1SAH0NSIY0	COMPLACENCY
SEH1KYAH0LER0IH0ST	SECULARIST
IH2NTER0MIY1DIY0AH0TS	INTERMEDIATES
SAH1LFEY2T	SULPHATE
AE1MIH0KOW2N	AMICONE
BIH0NGKAO1FSKIY0	BIENKOWSKI
TREH1THYUW0IY0	TRETHEWEY
MAY1NTS	MEINTS
IH2NDIH0PEH1NDAH0NT	INDEPENDENT
RAH0GREH1SHAH0N	REGRESSION
GEY1NER0	GAINER
VEH1SIY0OW0	VESCIO
FAE0KTIH1SHAH0S	FACTITIOUS
DAO1M	DAUM
YAA0MBAO1R	JAMBOR
DIH2SAH0SOW1SIY0EY0TAH0D	DISASSOCIATED(1)
MAY1ZAA2RZ	MIZAR'S
SHIY1VAH0	SHIVA
AH0SPEH1SHLIY0	ESPECIALLY
PLEY1RAY2TS	PLAYWRIGHTS
ROW0MEY1NIY0AH0NZ	ROMANIANS
SPIY1NAH0	SPINA
BER1ER0	BURRER
MEY0DIY1N	MEDIN
KLIH1P	CLIP
IH1NFAH0NAH0T	INFINITE
BRAE1SOW0	BRASOW
LIH1BER2AH0LAY2ZD	LIBERALIZED
WIH1NER0	WINNER
AW1TGEY2NIH0NG	OUTGAINING
ER0AW1ZIH0Z	AROUSES
IH2NDIH1FRAH0NT	INDIFFERENT
HHAA1RD	HARD
MUW1VIY2GOW2IH0NG	MOVIEGOING
IH1NGKAA0M	INCOM
HHWIH1SAH0LD	WHISTLED(1)
WUH1LFER0D	WOOLFORD
IH2NIH1SHIY0OW0	INITIO(1)
AE1NIY0Z	ANNIS
KIY0OW1SHIY0	KYOSHI
BRIH1JHPAO2RT	BRIDGEPORT
DEH1BIH0R	DEBEER
HHEH1NSHAH0L	HENSCHEL
BEH1GIH0NG	BEGGING
SHAA1RP	SHARP
MAH0KAA1RTNIY0	MCCARTNEY
AA1LBER0G	AHLBERG
KAA1STIH0K	CAUSTIC
DOW1SIH0JH	DOSAGE(1)
PROW0VAA1KAH0TIH0V	PROVOCATIVE
YOW1AH0L	YOUGHAL
KRIH1NGAH0N	KRINGEN
AY1MAE2KS	IMAX'
PEH1GIY0	PEGGIE
TAA0MAA0SHIH1ROW0	TAMASHIRO
SEY1ER0	SAYER
WAO1RDRAA2P	WARDROP
RAY1DAH0N	RIDEN
NAA1NOW0Z	NANOS
DIH2SAH0BIY1DIY0AH0NS	DISOBEDIENCE
MAH0TRAA1PAH0LIY0	METROPOLI
GIH1LVIH0N	GILVIN
LEH1TAH0	LETA
AE1KSHAH0NZ	ACTIONS
TAY1TAH0NEY2T	TITANATE
STEH1FAH0N	STEFFEN
IH2NSTAH0NTAE1NIY0AH0SLIY0	INSTANTANEOUSLY
SIH1MZ	SYMMS
KAE1SAH0L	KASTLE
KER1VIH0NG	CURVING
WER1KBEH2NCH	WORKBENCH
HHEH1GAH0DAO2RN	HEGADORN
HHAA1RTSLER0	HARTZLER
WAO1RMAH0S	WARMUS
VER1CHUW0LIY0	VIRTUALLY(1)
IY0KLIH1PST	ECLIPSED(2)
KAO1RSEH0R	CORSAIR
KAA1FAH0L	COFFEL
HHEH2MAH0SFIH1RIH0K	HEMISPHERIC
AW1AH0NZ	AOUN'S
HHAO1LWEY2Z	HALLWAYS
TAY1ER0D	TIRED
WAO1RZ	WARS'
VAE1SAH0L	VASSEL
KRUW1ZAH0N	CRUZEN
VAO1SAH0N	VOSSEN
CHIH1NAH0K	CHINNOCK
GEH1RIY0	GARY
GUW1TSIY0	GUZZI
LIH2THAH0WEY1NIY0AH0N	LITHUANIAN
EH1DAH0LMAH0N	EDDLEMAN
EH1RIY0KAH0	ERYKAH
SHUW1TER0Z	SHOOTERS
YOW0SHIY0MOW1TOW0	YOSHIMOTO
KAA2NTIH0KAH0MAA1DIH0TIY0	CONTICOMMODITY
DAH1	DUH
MIH1STRAH0SAH0Z	MISTRESSES
VAE1NLOW2N	VANLOAN
WIH1NGKLER0	WINCKLER
WIY1DER0KIH0R	WIEDERKEHR
JHIY1NIY0AH0T	JEANNIOT
PAW1LTAH0N	POULTON
KOW2IH0NSAY1DZ	COINCIDES
WAA2SHIH0NGTOW1NIY0AH0NZ	WASHINGTONIANS
REH1PS	REP'S
SAH0LIH1LAH0KWAY2ZD	SOLILOQUIZED
PAE1D	PAD
SER1N	CERN
SAH1NDUW2Z	SUNDEWS
STAO1RZ	STORRS
HHAH0SEH1LTAH0N	HOSELTON
IH2NFER1NAH0L	INFERNAL
JHEH1NAH0LMAH2NZ	GENTLEMAN'S(1)
WAE1KOW0Z	WACKOS
MAH0ZIY1NAH0	MOZENA
PLOY1	PLOY
OW1KS	OAKES
BAY2OW0SAY1AH0NSIH0Z	BIOSCIENCES
KWAY1AH0T	QUIET
DIH0MAA1RZOW0	DEMARZO
YAE1NDAH0L	YANDLE
VLAE2DIH0VAO1STAA0K	VLADIVOSTOK
AA1DZMEY2KER0	ODDSMAKER
PAE0STAO1RAH0	PASTORA
AE1LAH0TROW2P	ALLOTROPE
BAA1K	BOHLKE
SIY1GAH2LZ	SEAGULL'S
SWAA1NZ	SWANN'S
FAA1TEH0	FATEH
SPAE1TH	SPATH
NOW1AH0	NOAA
DUW1LIH0NG	DUELING
MEH1RIH0WEH2DHER0	MERIWETHER
IH1SAH0M	ISSAM
RIY0AH0LAY1ND	REALIGNED
IH2MPAA1RSHAH0L	IMPARTIAL
SHOW1NBEH2K	SCHOENBECK
HHAA1LIY0WUH2D	HOLLYWOOD
FEH1RAH0L	FERAL
AE1NSIH0N	ANSIN
RAH0MIY1NIY0Z	ROMINES(1)
AA1RNTSAH0N	ARNTSON
AH1PDAY2K	UPDYKE
HHAH1SMAH0N	HUSMAN
KAE1SPIY0AH0N	CASPIAN
OW1VER0DRAE2FTIH0NG	OVERDRAFTING
VIY1SEH2L	VSEL
BUW0TSEH1LIY0	BUZZELLI
HHAY2AH0LIY1AH0	HIALEAH
MIY0AE1ZMAH0	MIASMA
SAA0POW1NIY0	SAPONE
PAE1ST	PASSED
SLOW1LIY0	SLOWLY
OW0YAA1LAH0	OJALA
PAA0VLIH1TSKIY0	PAWLICKI
BAE1SKEY0	BASCAY
PLUW1MER0	PLUMER
KAH0PRIY1S	CAPRICE
VEH1RIY0AH0N	VARIAN
KAA1LIY0	KOLLI
LIH1RIY0	LEARY
AE1DAA0	ADAH
FAW1	FAO
JHAE1KLIY0	JACKLEY
ROW2SAH0LIY1	ROSALEE
PRIH0FER1IH0NG	PREFERRING
KAY1	KEYE
MIH1SHAH0WAH2M	MISHAWUM
BOW1TNER0	BOATNER
DAO1DRIH0L	DAUGHDRILL
FLAE1GIH0NG	FLAGGING
MAH0KAE1NDLAH0S	MCCANDLESS
KAO1RKAE2P	CORCAP
KAH1NDIH0NGER0	KUNDINGER
MIH1DWIY2K	MIDWEEK
IH2MPAW1ND	IMPOUND
PUW1LSAY2D	POOLSIDE
HHEH1NCH	HENCH
BEH1LAH0M	BELLUM
DIH0FAH1NGKT	DEFUNCT
FUH1LVIY0AH0	FULVIA
EH1LIY0AH0T	ELLIOT
TAA1MKAH0VIH0CH	TOMKIEWICZ
STAH1FER0	STOUFFER
HHEH1GNER0	HEGNER
MIH1NAH0MAY2ZIH0NG	MINIMIZING
AH0NJHEY0EH1FSKIY0	ANDRZEJEWSKI
SEH1STAH0K	SESTAK
KAO1RBER0	KORBER
AH0TER1NIY0Z	ATTORNEYS
MAH0HHAA1THIH2R	MAHATHIR(2)
MAH0KIY1THAH0N	MCKEITHAN
DIH0MAE1SIY0OW2	DIMASCIO
STUW1PIH0DAH0ST	STUPIDEST
BAE1SKER0VIH2L	BASKERVILLE
DIH0VIH1NAH0TIY0Z	DIVINITIES
TEH1LMEH2KSIH0Z	TELMEX'S
AE0DVER1TAH0ZMAH0NT	ADVERTISEMENT
YOW1DAH0	YODA
JHEH1TS	JET'S
AO2RIY0GAA1MIY2	ORIGAMI
IH2LAE1LAH0S	ILALIS'
NEH1VIH0LZ	NEVILLS
VAE0NWER1MER0	VANWORMER
DAA1BIY0	DHABI
KAH0LIH1NSKIY0	KALINSKI
TER1NLIY0	TURNLEY
MAE1BAH0N	MABEN
RAY1SVIH0L	RICEVILLE
JHUW1LRIY0	JEWELRY(1)
BLAE1KSBER0G	BLACKSBURG
SOW1BER0Z	SOBERS
DIH2SKAH0NTIH2NYUW0EY1SHAH0N	DISCONTINUATION
VIH1RAH0LAH0NS	VIRULENCE
NAW1	NOW
BAA1NIH0NG	BOHNING
NEY1SHAH0NWAY1DZ	NATIONWIDE'S
NAH1SH	NUSZ
PAA1MPAH0DER0	POMPADUR
KLIH1R	KLEER
RIY2AH0FER1MD	REAFFIRMED
AH0POY1NTAH0D	APPOINTED
SAA1NZHER2MEY1N	ST_GERMAINE(1)
HHAE1NDIY0KAE2PIH0NG	HANDICAPPING
FAA1LIH0KAH0L	FOLLICLE(1)
DAH1N	DONNE
GAH1TER0	GUTTER
KAO1STLIY0	COSTLY(1)
IH1MIH0JHRIY0	IMAGERY(1)
SHEH1LBIY0Z	SHELBY'S
PIH1LOW0	PILLOW
AA0BJHEH1KTIH0VLIY0	OBJECTIVELY
RAH1FAH0LD	RUFFLED
KOW1LIY0	COLI
JHIY2AH0GRAE1FIH0KAH0LIY0	GEOGRAPHICALLY
LAH0PIY1DAH0S	LAPIDUS(1)
RIH0VIY1LIH0NG	REVEALING
AA1VIY0	AVI
SAA0LVAA1TIY0	SALVATI
MAH0MIY1YAH0	MUMIA
BOW0SKAA0RIY1NOW0	BOSCARINO
BOW1CHER0	BOETCHER
AH0MEH1RIH0KAH2Z	AMERICAS'
KRAE1SHER0	CRASHER
KAE1PSHAH0N	CAPTION
KEH2NMEH1R	KENMARE
BAY1OW2M	BIOME
RUW1HHAH0L	RUEHLE
MAA1RTAH0N	MARTON
MAH0LIH1NDAH0	MELINDA
BAE1SKAH0TBAO2L	BASKETBALL
WAY1NER0	WINER
IY2VAH0LUW1SHAH0N	EVOLUTION(1)
WAE1KST	WAXED
MAA0GOW1WAA0N	MAGOWAN
LAO1T	LOT(1)
TEH1LAH0DAY2NZ	TELEDYNE'S
TRAE0NSPAY1ER0D	TRANSPIRED
SAA0RKIH1SZHIH0N	SARKISSIAN
MIY1TLOW0F	MEATLOAF
BEH1LK	BELKE
BAE1SKAH0TMEY2KIH0NG	BASKETMAKING
HHAA1RTMAH0N	HARTMAN
AE1GNOW0S	AGNOS
TAH1CHDAW2NZ	TOUCHDOWNS
IH2SLAE1MAH0BAE0D	ISLAMABAD
EH1MZ	M'S
MAA1LVAA0L	MALVAL
HHAE1R	HARR
RAO1THWEH2LZ	ROTHWELLS
DEH1FER0AH0NS	DEFERENCE
TRAE1PER0Z	TRAPPERS
PRAY1DMAO0R	PRIDEMORE
SMUH1SHIH0NG	SMOSHING
SLAY1TS	SLIGHTS
ROY1TZAH0L	REUTZEL
KAH1VAH0TS	COVETS
IH0LEH2KTRIH1SAH0TIY0	ELECTRICITY
KAA1PIY0KOW2D	COPYCODE
RIY0FREH1SHIH0NGLIY0	REFRESHINGLY
SAE1TER0FIY1LD	SATTERFIELD
HHAO2RTIH0KAH1LCHER0IH0ST	HORTICULTURIST
MEH1ZMER0	MESMER
KAH1JHAH0L	CUDGEL
SKAE1LPER0	SCALPER
POW1SHAH0NZ	POTIONS
VIH1DIY0OW0	VIDEO
PRIY0VEH1NTS	PREVENTS(1)
GAE1THRAY2T	GATHRIGHT
TAW1TIH0NG	TOUTING
RIY2AH0FER1M	REAFFIRM
IY0VOW1KT	EVOKED(1)
EH0KSTAO1RSHAH0NIH0ST	EXTORTIONIST
DIH2SIH0NFLEY1SHAH0NEH2RIY0	DISINFLATIONARY
TAO1RCHIH0NG	TORCHING
SUH0PER1B	SUPERB
GRAE1NDLIY0	GRANDLY
MAE1KAH0N	MACHEN
TOW1AH0LZ	TOWLES
KRIY0EY1TIH0NG	CREATING
KAH0MAA1LIY0	KAMALI
YER1IH0K	URIC
FLAE1PJHAE2K	FLAPJACK
GRAH1NIH0WAO0LD	GRUNEWALD
NAE1CHER0AH0LAY2ZIH0NG	NATURALIZING
BIY1R	BAEHR
KAH0MER1SHAH0LAY2ZD	COMMERCIALIZED
MAA2SAA0AA1KIY2	MASAAKI
EH1RLAY2NZ	AIRLINE'S
BAH1ZER0D	BUZZARD
LAH1NTS	LUNTZ
YUW1EH1SBAE1NGKAO2RP	USBANCORP
MAH0KMER1TRIY0	MCMURTREY
TAA1RAH0Z	TARAS
SIH1BLIH0NGZ	SIBLINGS
KEH1NYAH0N	KENYON
IY0AA2NIY0EH1LOW0	IANNIELLO
AA1GDAH0NZ	OGDEN'S
SAH0BIY1NAH0	SABENA
PAH0SHEH1T	PICHETTE
BEY1BZ	BABES
HHIY1ROW0	HERO(1)
DAW1BER0T	DAUBERT
WER1THLAH0S	WORTHLESS
STRAE1NGGLER0	STRANGLER
PAA0RIY0AA1GWAH0	PARIAGUA
GRAE1NDMAH2DHER0Z	GRANDMOTHERS
STOW1KLIY0	STOKELY
DOW1TAH0N	DOTEN
JHAA1RBOW2	JARBOE
SLAO1S	SLOSS
LIY1SK	LEASK
FER1DHER0Z	FURTHERS
FRIY1DRIH0KS	FRIEDRICHS
AH0PRAA1KSAH0MAH0TS	APPROXIMATES
NUW1TS	NEWTS
FIY1	FEE
PROW0HHIH1BAH0TAH0D	PROHIBITED
FIY1LER0	FEELER
PUW1LIY0OW0	POULIOT
REY1MER0	RAYMER
BLEH1ST	BLESSED
BER1G	BERG
GROW1NAH2P	GROWNUP
MAA2KYAH0VEH1LIY0Z	MACHIAVELLI'S(1)
FIY0NOW0KIY0AA1ROW0	FINOCCHIARO
BAO1S	BOSS(1)
LAY1AH0N	LION
SER1NIY0	CERNEY
SWOW1VLAH0ND	SWOVELAND
LAY1MZ	LIMES
KLEH2RAH0FAH0KEY1SHAH0N	CLARIFICATION
AH2NDIH0NAY1AH0BLIY0	UNDENIABLY
LAA1R	LAHR
SHEY1KDAW2N	SHAKEDOWN
PAO1RCH	PORCH
BEH1LAH0	BELLA
KAE1NJHYOW0	KANGYO
MAW1NTAH0NTAA2P	MOUNTAINTOP
VIY1NSTRAH0	VEENSTRA
SHAE1MAH0L	SCHAMEL
RAY1KAO2F	RYKOFF
FAY1BER0GLAE2S	FIBERGLASS
SKREY1PIH0NGZ	SCRAPINGS
CHIH1SEH0K	CISEK
FEH1RIY0TEY2L	FAIRYTALE
YUW1AH0LD	EWALD
TAO0RNAA0BEH1NAH0	TORNABENE
BIH1LFOW2LD	BILLFOLD
IY1BAH0NOW0	EBANO(1)
IH0NZ	IN'S
RIH1NGGOW0LD	RINGOLD
MAY1KROW0KOW2DZ	MICROCODES
SLAA1VIH0K	SLAVIK
HHER1ST	HURST
REY1NER0	RAYNOR
AH2NIH0MPLOY1MAH0NT	UNEMPLOYMENT
GLAH0NAO1RAH0	GLENORA
IH0KSCHEY1NJHAH0Z	EXCHANGES
HHAO1G	HAUG
IH2NSTRAH0MEH1NAH0LIH0STS	INSTRUMENTALISTS(1)
AE2LIH0BRAE1NDIY0	ALIBRANDI
KAH1TIH0NGEH2JH	CUTTING-EDGE
REH1NDOW0N	RENDON
RAE1NAH0	RANA
KAA0RMUW1SH	CARMOUCHE
KAA1GWAA2S	CAGUAS
EH1LFMAH0N	ELFMAN
LAH0BOW1Z	LEBOW'S
KOW1SIH0K	COSIC
DIH0PTUW1LAH0	DEPTULA
EH1NDAH0D	ENDED
HHER1WIH0TS	HURWITZ
DUW0KAA1KIH0SIH0Z	DUKAKISES
IH1MYAH0NAY2ZD	IMMUNIZED
RIY2IH0NSTAA1L	REINSTALL
TAA1KSAH0N	TOXIN
RAA1DAH0BAO0	RODABAUGH
SNUH1KER0	SNOOKER
FER0SIY1AH0BAH0L	FORSEEABLE(1)
AH0CHOW1AH0Z	ACHOA'S
BEH1RIH0NDZAH0N	BERENDZEN
GRIY1NZ	GREENS
YUW1DAH0L	UDALL
CHIH1KAH0NZ	CHICKEN'S
DAO1GIY0	DOGGY
MOW1LDER0Z	MOLDERS
MAH0SKOW1GIY0	MUSKOGEE
SMAA1RTAH0NIH0NG	SMARTENING
FIH1LIH0PS	PHILLIP'S
WAA1NDLER0	WANDLER
RIY2LAE0KSEY1SHAH0N	RELAXATION
TRAH1BAH0LZ	TROUBLES
WIH0DHDRAO1	WITHDRAW
KOW1LHHAO2F	KOHLHOFF
RIY0KRUW1TS	RECRUITS(2)
DAA1RK	DARK
SAA1KAH0LAO0F	SOKOLOFF
AA1NDREY2	ANDRZEJ
DIH0PEH1NDIH0D	DEPENDED(1)
KAH0LIH1NSWER0TH	COLLINSWORTH
MAA1RAH0SHIH0S	MARASH'S
BAH1KS	BUCS'
GLIH1KMAH0N	GLICKMAN
MAY1KROW0WEY2VZ	MICROWAVES
REY1VIH0NIH0S	RAVINOUS
KEH1RAH0SEH2L	CAROUSEL
LAY1KWAY2Z	LIKEWISE
AH0KWAY1RIH0NG	ACQUIRING
IH2MPLAY1Z	IMPLIES
NIY2KOW0DEY1MOW0	NICODEMO
SIH1NER0JHEH2N	SYNERGEN
SHRAH1P	SCHRUPP
SIH2KIH0TAA1NOW2	SCICCHITANO
SER0IY1NAH0LIY0	SERENELY
GRAW1NZ	GROUNDS(1)
SAA1LVZ	SOLVES
REH0PTIH1LYAH0NZ	REPTILIANS
PAA0TROW1NIY0	PATRONE
STIY1LIY0	STEALEY
FLAE1BER0GAE2STIH0D	FLABBERGASTED
GOW1LDWIH0N	GOLDWIN
LAH0VAA1RNWEY0	LAVARNWAY
IH2NTOW1NIH0NG	INTONING
THIH1KER0	THICKER
EH1NGGAH0LMAH0N	ENGELMANN
TWIH1NZ	TWINS'
WEH1SNER0	WESNER
IH0NSKAA1NS	ENSCONCE
WAO1LAH0NBER0GZ	WALLENBERG'S
IH0TER1NAH0TIY0	ETERNITY
LOW1JH	LOGE
HHAH1SBAH0NDZ	HUSBANDS'
BRAE1SIH0NGTAH0N	BRASINGTON
GAE1M	GAHM
AA1HHAA0	AHAH
AA1UW0LEH0T	OUELETTE
PAE1PAH0RAA2TSIY2	PAPERAZZI
BLAE1KSTAA2K	BLACKSTOCK
SEH1NTAH0NSIH0Z	SENTENCES(1)
TIH1BIY0AH0	TIBIA
LIH1THAH0TRIH2PTER0	LITHOTRIPTER
RIY1DAH0L	RIEDL
LAY1KAH0MIH0NG	LYCOMING
BAA1TAH0L	BOTTLE
KAA1RLEH0N	CARLEN
HHAH0VRAE1NEH0K	HAVRANEK
IH2NSTAO1LMAH0NTS	INSTALLMENTS
BUW0JHAH0MBUH1RAH0	BUJUMBURA
BRIY1	BREA
DAE1NJHIH0LOW2Z	D'ANGELO'S
SHAE1PAY0ROW0	SCHAPIRO
IH2NTEH1LIH0JHAH0NTLIY0	INTELLIGENTLY
TRIH1MP	TRIMPE
SHEH1NLIY0	SCHENLEY
SIY0BUW1	CEBU
AO1KSHAH0NIH1RZ	AUCTIONEERS
TAA1LER0EY2TIH0NG	TOLERATING
BAE0PTIH1ZMAH0L	BAPTISMAL
WER1THLIH0N	WIRTHLIN
KAE1STAH0GEY2TIH0D	CASTIGATED
AA1DAH0BAH0LZ	AUDIBLES
AO0REH1NDAH0	ORENDA
GAE1NYAH0N	GAGNON
GAE1SIH0K	GASICH
SWIY1TAH0NIH0NG	SWEETENING
SLAY1PNER0	SLEIPNER
SKOW1LFIY2LD	SCHOLFIELD
AH0PAO1PKAH0	APOPKA
PIY1LAA0T	PILAT
AE0KSEH1PTAH0BAH0L	ACCEPTABLE
WAH2NAY1D	ONE-EYED
FIH1NAH0KIY0	FINICKY
SWAA1ZIY0	SWAZI
SHEH0NYAE1NG	SHENYANG
WAY1ER0	WHY'RE
MIH0SRUW1L	MISRULE
